type,ID,MC,SF,CSM,_JWDWZZB__ID,_JWDWZZB__WD,_JWDWZZB__JD,
ZGCS,8c20fafa-764f-4912-87f5-f10c2ad8b86d,陕西省咸阳市,陕西省,咸阳市,8c20fafa-764f-4912-87f5-f10c2ad8b86d,34.32795572,108.5912724,
ZGCS,2c50e017-880d-4d80-9a2a-43967a252f82,陕西省渭南市,陕西省,渭南市,2c50e017-880d-4d80-9a2a-43967a252f82,34.49973653,109.4930495,
ZGCS,d8774fc0-c701-401d-bc47-c5da5c00b65d,陕西省延安市,陕西省,延安市,d8774fc0-c701-401d-bc47-c5da5c00b65d,36.59653104,109.4753145,
ZGCS,0eb38753-bc94-4f4c-9342-451b20117ebf,陕西省汉中市,陕西省,汉中市,0eb38753-bc94-4f4c-9342-451b20117ebf,33.0707506,107.0248039,
ZGCS,6da1325b-7926-4b17-9a39-6692f5e0e5d0,陕西省榆林市,陕西省,榆林市,6da1325b-7926-4b17-9a39-6692f5e0e5d0,38.28873099,109.7423132,
ZGCS,3e594680-4b99-4f63-9895-f0622b8a7610,陕西省安康市,陕西省,安康市,3e594680-4b99-4f63-9895-f0622b8a7610,32.68396123,109.013958,
ZGCS,9f8e71b1-c376-457c-b26d-0c4c64e5f31a,陕西省商洛市,陕西省,商洛市,9f8e71b1-c376-457c-b26d-0c4c64e5f31a,33.87385994,109.9267367,
ZGCS,d159b06f-f548-45ca-b149-adf6c22d09ff,宁夏回族自治区银川市,宁夏回族自治区,银川市,d159b06f-f548-45ca-b149-adf6c22d09ff,38.46798039,106.2623668,
ZGCS,58794128-7414-473b-b91b-abd0d3843830,宁夏回族自治区石嘴山市,宁夏回族自治区,石嘴山市,58794128-7414-473b-b91b-abd0d3843830,39.01600473,106.3721941,
ZGCS,76604c8c-0320-43c7-bbff-a9d950798cce,宁夏回族自治区吴忠市,宁夏回族自治区,吴忠市,76604c8c-0320-43c7-bbff-a9d950798cce,37.98530929,106.1963012,
ZGCS,f759a088-86e9-44a6-a41c-e7ebcb348abd,宁夏回族自治区固原市,宁夏回族自治区,固原市,f759a088-86e9-44a6-a41c-e7ebcb348abd,36.01110003,106.2732606,
ZGCS,a20ca070-9075-4cf8-9f48-5cfb4fd4d299,宁夏回族自治区中卫市,宁夏回族自治区,中卫市,a20ca070-9075-4cf8-9f48-5cfb4fd4d299,37.51456716,105.1746375,
ZGCS,9730614e-ea8f-433c-acf2-a94d95d85d1e,甘肃省兰州市,甘肃省,兰州市,9730614e-ea8f-433c-acf2-a94d95d85d1e,36.06854444,103.7508902,
ZGCS,3f52c132-1501-48df-bb0c-094f64ea8b25,甘肃省金昌市,甘肃省,金昌市,3f52c132-1501-48df-bb0c-094f64ea8b25,38.46668417,102.1665709,
ZGCS,b8b284a1-1d86-4037-9c1c-1e4d33698473,甘肃省白银市,甘肃省,白银市,b8b284a1-1d86-4037-9c1c-1e4d33698473,36.54892902,104.2011748,
ZGCS,3d623408-4b7c-41b3-a4c7-a05b5803b9b8,甘肃省天水市,甘肃省,天水市,3d623408-4b7c-41b3-a4c7-a05b5803b9b8,34.57621892,105.7096086,
ZGCS,cc55e59f-dd10-46bc-8dbd-5f04a995a9bc,甘肃省嘉峪关市,甘肃省,嘉峪关市,cc55e59f-dd10-46bc-8dbd-5f04a995a9bc,39.79428634,98.32185135,
ZGCS,c088c55c-8acd-4425-a7d2-3519a0e120eb,甘肃省武威市,甘肃省,武威市,c088c55c-8acd-4425-a7d2-3519a0e120eb,37.92484325,102.6316222,
ZGCS,7ab5b41a-e3e4-40c5-ba6e-1e37cf03fd45,甘肃省张掖市,甘肃省,张掖市,7ab5b41a-e3e4-40c5-ba6e-1e37cf03fd45,38.93259916,100.4573572,
ZGCS,7e45a3f2-7951-4fd7-8079-1e5faff9e89a,甘肃省平凉市,甘肃省,平凉市,7e45a3f2-7951-4fd7-8079-1e5faff9e89a,35.54238012,106.6808957,
ZGCS,899832fc-a4c8-4a72-8e87-54051118eac2,甘肃省酒泉市,甘肃省,酒泉市,899832fc-a4c8-4a72-8e87-54051118eac2,39.74289452,98.51245723,
ZGCS,659a1aed-3049-40b9-9e43-3e3473248313,甘肃省庆阳市,甘肃省,庆阳市,659a1aed-3049-40b9-9e43-3e3473248313,35.7293538,107.6349525,
ZGCS,133bb0d7-a380-421f-aa2e-f84b53925389,甘肃省定西市,甘肃省,定西市,133bb0d7-a380-421f-aa2e-f84b53925389,35.57809373,104.613387,
ZGCS,29ae404f-af6d-44ff-bda7-af38bf70254b,甘肃省陇南市,甘肃省,陇南市,29ae404f-af6d-44ff-bda7-af38bf70254b,33.39342597,104.9202403,
ZGCS,8f1ff0be-fbe2-48f1-88bb-8007cdc91d90,甘肃省临夏回族自治州,甘肃省,临夏回族自治州,8f1ff0be-fbe2-48f1-88bb-8007cdc91d90,35.60105007,103.205711,
ZGCS,5fde53d6-170c-455d-bbb4-ed50cf7021fb,甘肃省甘南藏族自治州,甘肃省,甘南藏族自治州,5fde53d6-170c-455d-bbb4-ed50cf7021fb,35.0027864,102.9188213,
ZGCS,76ec53a5-ced5-474c-ba68-2274da2c28fd,青海省西宁市,青海省,西宁市,76ec53a5-ced5-474c-ba68-2274da2c28fd,36.6212465,101.7779873,
ZGCS,caf92338-d828-4c05-887d-10b1f78ac00a,青海省海东市,青海省,海东市,caf92338-d828-4c05-887d-10b1f78ac00a,36.49275734,102.1031959,
ZGCS,8d76df37-4085-47bd-90c0-cec19385bf7b,青海省海西蒙古族藏族自治州,青海省,海西蒙古族藏族自治州,8d76df37-4085-47bd-90c0-cec19385bf7b,38.74232263,93.330613,
ZGCS,5f25d268-d38e-41b0-ad2a-8d2b2a6b1d27,青海省海北藏族自治州,青海省,海北藏族自治州,5f25d268-d38e-41b0-ad2a-8d2b2a6b1d27,36.899391,100.98606,
ZGCS,b46a3d87-354d-436f-a6c8-e59e39d311c2,青海省黄南藏族自治州,青海省,黄南藏族自治州,b46a3d87-354d-436f-a6c8-e59e39d311c2,35.51407935,102.0166921,
ZGCS,e4a8fbaf-f48f-4f60-b533-fcba4a3c31fc,青海省海南藏族自治州,青海省,海南藏族自治州,e4a8fbaf-f48f-4f60-b533-fcba4a3c31fc,36.28009,100.61626,
ZGCS,575ecf36-2b27-4d7a-8d54-db69f1f7f1c2,青海省果洛藏族自治州,青海省,果洛藏族自治州,575ecf36-2b27-4d7a-8d54-db69f1f7f1c2,34.474026,100.24619,
ZGCS,962813d4-d59a-40ce-b5d5-8bfcf6983ed0,青海省玉树藏族自治州,青海省,玉树藏族自治州,962813d4-d59a-40ce-b5d5-8bfcf6983ed0,33.00386692,97.01332082,
ZGCS,aa488765-0919-47f2-8648-7d62a3d8de46,新疆维吾尔自治区乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐市,aa488765-0919-47f2-8648-7d62a3d8de46,43.78259334,87.58649898,
ZGCS,30c3695c-b294-47d8-8325-afc230833852,新疆维吾尔自治区哈密地区,新疆维吾尔自治区,哈密地区,30c3695c-b294-47d8-8325-afc230833852,43.212,91.744,
ZGCS,81894ed1-d284-46f6-9544-ccd2e6652844,新疆维吾尔自治区克拉玛依市,新疆维吾尔自治区,克拉玛依市,81894ed1-d284-46f6-9544-ccd2e6652844,45.59689992,84.86725822,
ZGCS,8d27308d-2985-4ade-9d23-e9fe2b5a483e,新疆维吾尔自治区石河子市,新疆维吾尔自治区,石河子市,8d27308d-2985-4ade-9d23-e9fe2b5a483e,44.307814,86.080602,
ZGCS,7059af45-39b2-4d45-ab4f-7723aabf2222,新疆维吾尔自治区阿拉尔市,新疆维吾尔自治区,阿拉尔市,7059af45-39b2-4d45-ab4f-7723aabf2222,40.5507797,81.280527,
ZGCS,1ce615b5-0c9b-41e9-bf64-b96f1c5301fd,新疆维吾尔自治区博尔塔拉蒙古自治州,新疆维吾尔自治区,博尔塔拉蒙古自治州,1ce615b5-0c9b-41e9-bf64-b96f1c5301fd,44.90734989,82.071308,
ZGCS,adf616ce-2d66-4ddb-b3ee-71da8d8bce91,新疆维吾尔自治区吐鲁番地区,新疆维吾尔自治区,吐鲁番地区,adf616ce-2d66-4ddb-b3ee-71da8d8bce91,42.97380651,89.17833267,
ZGCS,9166979e-8543-45bd-9685-76eebeb285db,新疆维吾尔自治区克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,9166979e-8543-45bd-9685-76eebeb285db,39.70968108,76.16126878,
ZGCS,0c667d5f-50fe-45b1-84c0-9e8fbdb2d07a,新疆维吾尔自治区阿克苏地区,新疆维吾尔自治区,阿克苏地区,0c667d5f-50fe-45b1-84c0-9e8fbdb2d07a,41.17189303,80.25687664,
ZGCS,e498607e-6928-426b-a37f-110280bb140c,新疆维吾尔自治区和田地区,新疆维吾尔自治区,和田地区,e498607e-6928-426b-a37f-110280bb140c,37.11139323,79.9158325,
ZGCS,552325b2-e3c8-41c7-885f-d2380d3f3fbd,新疆维吾尔自治区喀什地区,新疆维吾尔自治区,喀什地区,552325b2-e3c8-41c7-885f-d2380d3f3fbd,39.46036677,75.98790145,
ZGCS,d96c4d7d-ac3d-4861-bba8-47758cda35bb,新疆维吾尔自治区巴音郭楞蒙古自治州,新疆维吾尔自治区,巴音郭楞蒙古自治州,d96c4d7d-ac3d-4861-bba8-47758cda35bb,41.756794,86.136261,
ZGCS,56a7744c-27c1-48c5-8d8a-5c2b5c2e8534,新疆维吾尔自治区昌吉回族自治州,新疆维吾尔自治区,昌吉回族自治州,56a7744c-27c1-48c5-8d8a-5c2b5c2e8534,44.0155087,87.29494769,
ZGCS,2cc794d0-e774-4977-94b5-6098a27f6b01,新疆维吾尔自治区伊犁哈萨克自治州,新疆维吾尔自治区,伊犁哈萨克自治州,2cc794d0-e774-4977-94b5-6098a27f6b01,43.98337482,81.5172216,
ZGCS,3c6da68f-6580-4e8d-a11e-bb9e44b29994,新疆维吾尔自治区塔城地区,新疆维吾尔自治区,塔城地区,3c6da68f-6580-4e8d-a11e-bb9e44b29994,46.748272,82.985199,
ZGCS,adca9b55-39d9-41fe-931d-9e3466203fd8,新疆维吾尔自治区阿勒泰地区,新疆维吾尔自治区,阿勒泰地区,adca9b55-39d9-41fe-931d-9e3466203fd8,47.705654,86.861977,
ZGCS,66a7f698-7df1-4378-bd0b-b1166e659904,四川省成都市,四川省,成都市,66a7f698-7df1-4378-bd0b-b1166e659904,30.66999375,104.0713203,
ZGCS,696d8d5f-c100-4867-bc5f-be213eeaa899,四川省自贡市,四川省,自贡市,696d8d5f-c100-4867-bc5f-be213eeaa899,29.35697076,104.7633966,
ZGCS,169ef984-1891-423e-8317-49506030436a,四川省攀枝花市,四川省,攀枝花市,169ef984-1891-423e-8317-49506030436a,26.54958121,101.7336365,
ZGCS,8f16fbbe-f811-430b-9861-265cac9c1b7d,四川省泸州市,四川省,泸州市,8f16fbbe-f811-430b-9861-265cac9c1b7d,28.8881342,105.4440681,
ZGCS,f8ca7977-e8b6-4bd7-9708-a394121dc09d,四川省德阳市,四川省,德阳市,f8ca7977-e8b6-4bd7-9708-a394121dc09d,31.14759291,104.3753519,
ZGCS,d5213f07-c7ef-478f-aef6-e460c70a0a0b,四川省绵阳市,四川省,绵阳市,d5213f07-c7ef-478f-aef6-e460c70a0a0b,31.47377006,104.728114,
ZGCS,0f028c0d-8caf-477d-acd2-eedc7eeac270,四川省广元市,四川省,广元市,0f028c0d-8caf-477d-acd2-eedc7eeac270,32.44597461,105.8197018,
ZGCS,9d053bc6-6b75-46e0-82c9-97f78812b462,四川省遂宁市,四川省,遂宁市,9d053bc6-6b75-46e0-82c9-97f78812b462,30.50891574,105.5753057,
ZGCS,f869b0ac-97d6-4ad2-849b-2a2e5ab02e69,四川省内江市,四川省,内江市,f869b0ac-97d6-4ad2-849b-2a2e5ab02e69,29.58414864,105.0589472,
ZGCS,71846220-babd-4d3b-8b95-3cdc3be4ebc0,四川省乐山市,四川省,乐山市,71846220-babd-4d3b-8b95-3cdc3be4ebc0,29.56456364,103.7474879,
ZGCS,7fc31f1b-6588-49c1-834e-7f93d4812de9,四川省南充市,四川省,南充市,7fc31f1b-6588-49c1-834e-7f93d4812de9,30.79694357,106.0836079,
ZGCS,ef49b939-5173-488d-a11c-7beab33e5993,四川省眉山市,四川省,眉山市,ef49b939-5173-488d-a11c-7beab33e5993,30.05341159,103.8288073,
ZGCS,eb0dcae9-a227-411c-a8c0-a691edff1123,四川省宜宾市,四川省,宜宾市,eb0dcae9-a227-411c-a8c0-a691edff1123,28.76485932,104.6229016,
ZGCS,db33ca4e-5420-4fc0-9d8e-9eb1e7bb9dec,四川省广安市,四川省,广安市,db33ca4e-5420-4fc0-9d8e-9eb1e7bb9dec,30.474428,106.63175,
ZGCS,187cd9fe-ec97-469b-bb16-45b9384b8e46,四川省达州市,四川省,达州市,187cd9fe-ec97-469b-bb16-45b9384b8e46,32.069965,108.04597,
ZGCS,9cf0b590-cb23-4bbd-a49c-9eab9c181b0d,四川省雅安市,四川省,雅安市,9cf0b590-cb23-4bbd-a49c-9eab9c181b0d,29.982294,102.9827,
ZGCS,db56b435-be6f-4cb6-a6e8-d3c1827bcd1d,四川省巴中市,四川省,巴中市,db56b435-be6f-4cb6-a6e8-d3c1827bcd1d,31.85628688,106.7622075,
ZGCS,773e0a35-2c45-48c1-b4eb-3029f8cf79da,四川省资阳市,四川省,资阳市,773e0a35-2c45-48c1-b4eb-3029f8cf79da,30.13015166,104.648536,
ZGCS,279daa15-3eed-4e3a-bdf0-ab5dd86f3e27,四川省阿坝藏族羌族自治州,四川省,阿坝藏族羌族自治州,279daa15-3eed-4e3a-bdf0-ab5dd86f3e27,31.9015132298,102.2178801392,
ZGCS,58c5f9ba-6950-43cb-876b-98dca52bc2bb,四川省甘孜藏族自治州,四川省,甘孜藏族自治州,58c5f9ba-6950-43cb-876b-98dca52bc2bb,30.05238635,101.9599335,
ZGCS,cb00efe6-7e6d-4d15-82f5-52928b4300bb,四川省凉山彝族自治州,四川省,凉山彝族自治州,cb00efe6-7e6d-4d15-82f5-52928b4300bb,27.89851577,102.2701108,
ZGCS,0acfd254-7aef-4771-a7af-7000f2c5d292,云南省昆明市,云南省,昆明市,0acfd254-7aef-4771-a7af-7000f2c5d292,25.05102907,102.7021004,
ZGCS,b1782280-1ff2-4c55-b552-795ccf3999de,云南省曲靖市,云南省,曲靖市,b1782280-1ff2-4c55-b552-795ccf3999de,25.48664597,103.7934925,
ZGCS,e6e807db-e585-407d-958d-91e337efb36a,云南省玉溪市,云南省,玉溪市,e6e807db-e585-407d-958d-91e337efb36a,24.354973,102.53323,
ZGCS,8ef570b7-706e-4c19-b0ee-ed4cbd5a5e1f,云南省保山市,云南省,保山市,8ef570b7-706e-4c19-b0ee-ed4cbd5a5e1f,25.116802,99.168724,
ZGCS,a5514f60-07ee-428d-8bd0-fd7b2c91911b,云南省昭通市,云南省,昭通市,a5514f60-07ee-428d-8bd0-fd7b2c91911b,27.342279,103.71493,
ZGCS,b02a3037-5cfc-425e-a09c-f6ec8d4634e4,云南省丽江市,云南省,丽江市,b02a3037-5cfc-425e-a09c-f6ec8d4634e4,26.689333,100.74804,
ZGCS,ef7eff2e-9622-45a3-9a85-e7e40256d9a1,云南省普洱市,云南省,普洱市,ef7eff2e-9622-45a3-9a85-e7e40256d9a1,23.066851,101.03731,
ZGCS,08d80446-1fab-430f-bfa5-ab4a5bc5adb1,云南省临沧市,云南省,临沧市,08d80446-1fab-430f-bfa5-ab4a5bc5adb1,23.88775765,100.0856994,
ZGCS,80e4379f-1ed1-4fdc-adac-2dd67cbbe4f3,云南省文山壮族苗族自治州,云南省,文山壮族苗族自治州,80e4379f-1ed1-4fdc-adac-2dd67cbbe4f3,23.374918,104.23912,
ZGCS,43a4bcc6-1c5a-4bc3-99c3-ef17c89eec87,云南省红河哈尼族彝族自治州,云南省,红河哈尼族彝族自治州,43a4bcc6-1c5a-4bc3-99c3-ef17c89eec87,23.369949,103.39257,
ZGCS,16f614cf-3212-48c1-991c-1b94f1daa307,云南省楚雄彝族自治州,云南省,楚雄彝族自治州,16f614cf-3212-48c1-991c-1b94f1daa307,25.033052,101.54377,
ZGCS,9495cd0e-a6a0-4ee9-8791-9acb0c1051a5,云南省大理白族自治州,云南省,大理白族自治州,9495cd0e-a6a0-4ee9-8791-9acb0c1051a5,25.589535,100.22636,
ZGCS,53aeb434-e55e-4e7c-a97d-14f4997a6333,云南省德宏傣族景颇族自治州,云南省,德宏傣族景颇族自治州,53aeb434-e55e-4e7c-a97d-14f4997a6333,24.442421,98.589989,
ZGCS,23799664-ab9a-4dfb-8aed-78e75dc6691e,云南省怒江傈僳族自治州,云南省,怒江傈僳族自治州,23799664-ab9a-4dfb-8aed-78e75dc6691e,26.45540821,99.41856636,
ZGCS,6a73f653-477d-411d-a7d1-ac2dcd559995,云南省迪庆藏族自治州,云南省,迪庆藏族自治州,6a73f653-477d-411d-a7d1-ac2dcd559995,28.48947404,98.9054187,
ZGCS,35d11dce-bf35-4afc-994f-a7154169a9b1,云南省西双版纳傣族自治州,云南省,西双版纳傣族自治州,35d11dce-bf35-4afc-994f-a7154169a9b1,22.01218577,100.771679,
ZGCS,124198d7-13ac-472e-82d3-56006d5c4659,贵州省贵阳市,贵州省,贵阳市,124198d7-13ac-472e-82d3-56006d5c4659,26.57193679,106.7003035,
ZGCS,172105aa-e8c0-4998-9512-697690c3d27d,贵州省六盘水市,贵州省,六盘水市,172105aa-e8c0-4998-9512-697690c3d27d,26.576775,104.87325,
ZGCS,56c3c959-e6c1-4865-9ea1-0be454722ae4,贵州省遵义市,贵州省,遵义市,56c3c959-e6c1-4865-9ea1-0be454722ae4,27.695387,106.9294,
ZGCS,120e5603-ef9b-4c24-800c-5662671087b4,贵州省安顺市,贵州省,安顺市,120e5603-ef9b-4c24-800c-5662671087b4,26.244259,105.92607,
ZGCS,5b1804a9-c88f-4092-9049-a9daf55a6114,贵州省铜仁市,贵州省,铜仁市,5b1804a9-c88f-4092-9049-a9daf55a6114,27.722166,109.19268,
ZGCS,30d2e604-5418-4a92-ad32-8853df08c1d3,贵州省毕节市,贵州省,毕节市,30d2e604-5418-4a92-ad32-8853df08c1d3,27.306295,105.28242,
ZGCS,1c935a9f-943e-4246-9d25-b586f2470200,贵州省黔西南布依族苗族自治州,贵州省,黔西南布依族苗族自治州,1c935a9f-943e-4246-9d25-b586f2470200,25.086828,104.8959,
ZGCS,88a2c116-4566-415c-8cb0-e5d54f2cb83f,贵州省黔东南苗族侗族自治州,贵州省,黔东南苗族侗族自治州,88a2c116-4566-415c-8cb0-e5d54f2cb83f,26.588884,107.97711,
ZGCS,43e2c575-2283-4c2f-be81-b88c2f98beb6,贵州省黔南布依族苗族自治州,贵州省,黔南布依族苗族自治州,43e2c575-2283-4c2f-be81-b88c2f98beb6,26.263321,107.51804,
ZGCS,690cb34c-9953-4a64-a9cc-b46316818dfe,西藏自治区拉萨市,西藏自治区,拉萨市,690cb34c-9953-4a64-a9cc-b46316818dfe,29.65070056,91.1320863,
ZGCS,64ce59d1-6183-4287-8793-89c063912f23,西藏自治区昌都市,西藏自治区,昌都市,64ce59d1-6183-4287-8793-89c063912f23,31.14443031,97.17398317,
ZGCS,369caf1e-964a-4c7d-a5bc-9e8a46af8fbc,西藏自治区山南地区,西藏自治区,山南地区,369caf1e-964a-4c7d-a5bc-9e8a46af8fbc,29.227381,91.776596,
ZGCS,d4385a55-b4c9-40d1-ab99-e3eec196da6f,西藏自治区日喀则市,西藏自治区,日喀则市,d4385a55-b4c9-40d1-ab99-e3eec196da6f,29.27374117,88.89901013,
ZGCS,24a59d73-e241-4e41-8f05-7258c8913afc,西藏自治区那曲地区,西藏自治区,那曲地区,24a59d73-e241-4e41-8f05-7258c8913afc,31.47641563,92.05605982,
ZGCS,36731950-b81d-4b31-88af-d3a903bf0435,西藏自治区阿里地区,西藏自治区,阿里地区,36731950-b81d-4b31-88af-d3a903bf0435,32.50240048,80.10640879,
ZGCS,b089aa8d-409c-4e8d-bbfe-0c0778491716,西藏自治区林芝市,西藏自治区,林芝市,b089aa8d-409c-4e8d-bbfe-0c0778491716,29.57744511,94.48417009,
ZGCS,417247f0-8b56-4985-a37d-87f63fc06f6c,香港特别行政区香港特别行政区,香港特别行政区,香港特别行政区,417247f0-8b56-4985-a37d-87f63fc06f6c,22.280244,114.15675,
ZGCS,2cdbc7e7-0091-49f3-89bf-b3f08651af41,澳门特别行政区澳门特别行政区,澳门特别行政区,澳门特别行政区,2cdbc7e7-0091-49f3-89bf-b3f08651af41,22.20187633,113.5442043,
ZGCS,9d284cb2-a8ec-4e94-b87d-1ff9127e041f,台湾台北市,台湾,台北市,9d284cb2-a8ec-4e94-b87d-1ff9127e041f,25.03508868,121.5066992,
ZGCS,9a8ffc93-9ea6-45d1-aa33-28dc6e65330a,台湾新北市,台湾,新北市,9a8ffc93-9ea6-45d1-aa33-28dc6e65330a,25.013855,121.45836,
ZGCS,3227fe08-095b-4844-909a-fb7175ba2f2b,台湾高雄市,台湾,高雄市,3227fe08-095b-4844-909a-fb7175ba2f2b,22.61935596,120.2763968,
ZGCS,4aa49ff5-e14b-47ac-b2ac-b17a99ac276b,台湾台中市,台湾,台中市,4aa49ff5-e14b-47ac-b2ac-b17a99ac276b,24.14364069,120.6703028,
ZGCS,d11b0cf0-1d51-46f0-b327-98e137f07565,台湾新竹市,台湾,新竹市,d11b0cf0-1d51-46f0-b327-98e137f07565,24.809208,120.95786,
ZGCS,0d993066-aeb0-4edd-897f-83f85e604553,台湾嘉义市,台湾,嘉义市,0d993066-aeb0-4edd-897f-83f85e604553,23.483335,120.43589,
ZGCS,7e0aafc3-0beb-403f-8511-38a8c17f9298,台湾宜兰县,台湾,宜兰县,7e0aafc3-0beb-403f-8511-38a8c17f9298,24.76623743,121.7451026,
ZGCS,435f2242-c238-4d4a-8f30-cba3511093bc,台湾桃园市,台湾,桃园市,435f2242-c238-4d4a-8f30-cba3511093bc,24.97442832,121.2926428,
ZGCS,d731b5d6-41be-4e99-9310-558359a437d4,台湾苗栗县,台湾,苗栗县,d731b5d6-41be-4e99-9310-558359a437d4,24.52627397,120.7992542,
ZGCS,c3529b00-52c2-4a45-ab02-78e4d5b65ed4,台湾彰化县,台湾,彰化县,c3529b00-52c2-4a45-ab02-78e4d5b65ed4,24.076578,120.53527,
ZGCS,68657f6f-384a-4ce6-8f5c-a6afa7bfc26f,台湾南投县,台湾,南投县,68657f6f-384a-4ce6-8f5c-a6afa7bfc26f,23.9097296,120.6733484,
ZGCS,c6d8bf62-d55e-42dc-9e7d-9d30cf7d670a,台湾云林县,台湾,云林县,c6d8bf62-d55e-42dc-9e7d-9d30cf7d670a,23.718073,120.53808,
ZGCS,fa2ef7f5-86cc-40c1-a779-67ef45159a87,台湾台南市,台湾,台南市,fa2ef7f5-86cc-40c1-a779-67ef45159a87,23.313587,120.31344,
ZGCS,f6f88112-d775-4ef8-94da-3853a4d3967b,台湾屏东县,台湾,屏东县,f6f88112-d775-4ef8-94da-3853a4d3967b,22.67303357,120.4777911,
ZGCS,c90bb1f0-f6e6-44dc-ac95-74b536461830,台湾台东县,台湾,台东县,c90bb1f0-f6e6-44dc-ac95-74b536461830,22.757282,121.14621,
ZGCS,00d8a2bd-8e39-4772-9369-8d1ac3cffb56,台湾花莲县,台湾,花莲县,00d8a2bd-8e39-4772-9369-8d1ac3cffb56,23.983141,121.60255,
ZGCS,b14abb8e-4deb-450e-99dd-e5ce0d967f32,台湾钓鱼岛,台湾,钓鱼岛,b14abb8e-4deb-450e-99dd-e5ce0d967f32,25.7458778,123.474492,
ZGCS,788b6dd3-2924-4d12-9875-e06c2f7549a9,台湾金门县,台湾,金门县,788b6dd3-2924-4d12-9875-e06c2f7549a9,24.4427564777,118.349214505,
ZGCS,e1aba7cf-5687-444c-b52e-6018e0ebe2f9,台湾嘉义县,台湾,嘉义县,e1aba7cf-5687-444c-b52e-6018e0ebe2f9,23.5554206407,120.63873638,
ZGCS,f5e961c6-8efa-4c51-8ca1-ed9dd3aefabc,台湾连江县,台湾,连江县,f5e961c6-8efa-4c51-8ca1-ed9dd3aefabc,26.3692262727,120.490441845,
ZGCS,d834e776-1579-4936-af45-ab5d2f91c333,台湾新竹县,台湾,新竹县,d834e776-1579-4936-af45-ab5d2f91c333,24.7851669613,121.186372962,
ZGCS,6c29808d-2521-4530-b489-cfd41dfb10a4,台湾澎湖县,台湾,澎湖县,6c29808d-2521-4530-b489-cfd41dfb10a4,23.5781880663,119.645468805,
ZGCS,a61bfa29-05d9-4c1b-94e7-adcaaaa77735,台湾基隆市,台湾,基隆市,a61bfa29-05d9-4c1b-94e7-adcaaaa77735,25.1417930116,121.707687746,
